User	Party	Round	Question	Answer	Confidence	Justification	Source
10	1	1	18	4	2	"The Conservative Party does not replicate Labour or Lib Dem policy on this.  However, from April 2015 a policy from  the Coalition Government, led by Lib Dem Minister Jo Swinson but reluctantly supported by the Conservatives, will introduce flexible parental leave.  Writing in the New Statesman on 16th January 2015 Swinson stated:  ""The introduction of shared parental leave means that, from April, parents will have greater choice in how they share the care of their child and time off work in the first year of their child's life. Under the new rules, mothers will still take at least two weeks of maternity leave immediately after birth, but after that working couples can share up to 50 weeks of leave and up to 37 weeks of pay.""  "	http://www.newstatesman.com/politics/2015/01/shared-parental-leave-will-deliver-flexibility-couples-want
2	1	1	19	2	4	Eric Pickles, Communities Secretary, implemented local priority statutory guidelines for council housing in Dec 2013.  Gov.uk: 'The guidance makes clear that only hard-working families, with a well-established residency, relatives or a job in the local area can go on their council's waiting list, so they are the first benefit when homes become available.'	https://www.gov.uk/government/news/pickles-pushes-local-people-to-the-front-of-the-queue-for-council-homes
5	1	1	19	6	3	The party is committed to more housebuilding but has no clear policy on this issue.	http://www.theguardian.com/society/2013/oct/01/conservative-party-end-social-housing
8	1	1	19	2	3	"In response to a UKIP policy of 'giving council house applicants whose parents or grandparents were born locally should be given priority on waiting lists',   David Cameron made a similar pledge. He said: ""Ministers, through new statutory guidance, would ensure that people lived in the same area for between two and five years before they would be allowed on to a waiting list for social housing"". "	http://www.theguardian.com/politics/2013/sep/19/ukip-council-house-parents-local
9	1	1	19	2	2	Conservative council, Hammersmith & Fulham -   'That is until we implemented a radical reform of how we allocate social housing to ensure that local people, in genuine need of somewhere to live have priority on the housing register. This has seen the numbers on the housing waiting list plummet to 1100, a reduction of nearly 90%. From this week only those with a five year local connection to the borough, a combined salary of less than £40,200, or those who are actually eligible for social housing will be allowed onto H&F'Äôs housing register. At the same time we are prioritising those who are working, those in training leading to employment and those making a significant contribution to the community, eg ex-service personnel and foster carers.'	http://www.conservativehome.com/localgovernment/2013/04/hammersmith-and-fulham-social-housing-register-cut-by-nearly-90.html
10	1	1	19	2	3	"On 28th November 2014, the BBC reported David Cameron's announcement for plans for policy that would be:  "" Stopping EU migrants from claiming in-work benefits, such as tax credits, and getting access to social housing for four years"" "	http://www.bbc.co.uk/news/uk-politics-30224493
2	1	1	20	3	3	Grammar schools are a divisive issue for the Conservative Party, which is traditionally pro-selection. There is a division between the leadership (anti-grammar schools) and the grassroots within the party. The recent tolerance for the creation of new grammar schools via a 'satellite schools' expansion loophole has brought the issue up again, and there is widespread support in the party for selective education. yet the leadership is unlikely to change course. This seems like it will remain a divisive issue.	http://www.ft.com/cms/s/0/5f578150-7c8d-11e4-aa9c-00144feabdc0.html#axzz3Sl3s3aIf
5	1	1	20	3	3	The party is committed to the creation of state schools under the coalition policy, but has a policy of a return to selective education in Wales. 	http://www.telegraph.co.uk/education/educationnews/10226290/Conservatives-promise-return-to-grammar-schools-but-only-in-Wales.html
8	1	1	20	2	3	In an article for Politics Home, entitles 'Should the moratorium on new grammar schools be lifted?' Graham Brady, Chairman of the 1922 Committee, argued that 'In 21st-century Britain it is unacceptable that people's choices are so severely constrained. It is a bizarre anachronism that in most of the country only people who can afford to pay are allowed access to academically selective schools. It is absurd that admission to the best state schools is routinely determined not by how well a child is suited to that school but by whether his parents can afford to buy a house in the catchment area.   Those of us who really want a fairer Britain should be prepared to trust the people'.  	https://www.politicshome.com/educatiorticles/house/grammar-time
9	1	1	20	3	2	"Party is divided - Cameron does not want grammar schools; some campaign groups, Welsh Conservatives do."	http://www.telegraph.co.uk/education/educationnews/10226290/Conservatives-promise-return-to-grammar-schools-but-only-in-Wales.html
10	1	1	20	2	3	"On 17th February 2015, The Guardian reported David Cameron to have changed his position on this.  Cameron is reported to have said:  "" 'ÄúUnder this government, grammar schools have been able to expand and that is all to the good."" "	http://www.theguardian.com/politics/2015/feb/17/david-cameron-grammar-schools-tory-right-ukip
2	1	1	21	5	4	The Conservative Party have overseen major expansion of both the academy schools and free schools programmes, and boast of such on their website. The Party is fairly united on the range of options these programmes provide, and there is little grassroots opposition to either. A change of policy would be highly unlikely.	https://www.conservatives.com/SecuringABetterFuture/EducationSystem.aspx
5	1	1	21	5	4	Free schools were much talked about in the run-up to the general election in May 2010. They were the flagship policy of the then shadow education secretary, Michael Gove.  A month after he was appointed, he invited groups to submit their proposals for free schools.  Free schools were given approval in the Academies Act 2010, which also paved the way for existing state primary and secondary schools to become academies.	http://www.bbc.co.uk/news/education-13266290
8	1	1	21	5	4	"""At least a further 500 free schools would be opened in England in the next five years under a Conservative government, David Cameron has pledged.  He committed his party to creating an extra 270,000 school places in free schools, if re-elected, by 2020."",""http://www.bbc.co.uk/news/education-31791485"	http://www.bbc.co.uk/news/education-31791485
9	1	1	21	5	4	'Michael Gove pledges more free schools if Conservatives win election  Michael Gove says free schools need a secure future as he pledges to open more if the Conservatives win the next election'	http://www.telegraph.co.uk/news/politics/10948696/Michael-Gove-pledges-more-free-schools-if-Conservatives-win-election.html
10	1	1	21	5	4	"The Guardian reported on 6th March 2015 that:  "" The prime minister will also announce the names of 48 free schools to open in the summer of 2016 if the Conservatives are re-elected, as he demonstrates a determination not to slow down on probably the most disputed part of his party's school reform programme.""   "	http://www.theguardian.com/education/2015/mar/06/david-cameron-will-pledge-to-open-153-new-free-schools
2	1	1	22	4	3	The Conservative Party were behind removing the cap on tuition fees under the current government - removing fees altogether would represent a complete ideological and practical about face, and would be highly unlikely. Furthermore, David Cameron voted 'very strongly' for uncapping tuition fees, according to theyworkforyou.com.	http://www.theyworkforyou.com/mp/10777/david_cameron/witney
